Engine Capacity (liters),Cylinders,Drive Type,Fuel Tank Capacity (liters),Fuel Economy (L/100 Km),Fuel Type,Horsepower (bhp),Torque (Nm),Transmission,Top Speed (Km/h),Seating Capacity,Acceleration 0-100 Km/h (sec),Length (meters),Width (meters),Height (meters),Wheelbase (meters),Trunk Capacity (liters),name,price,currency
2.0,4,Rear Wheel Drive,66,7.0,Petrol,245,370,Automatic,250,4 Seater,6.4,4.826,1.860,1.430,2.873,425,Mercedes-Benz E-Class Coupe 2021 E 300,"257,000",QAR
3.0,6,Rear Wheel Drive,55,9.1,Petrol,306,400,Automatic,250,2 Seater,5.1,4.244,1.951,1.284,2.496,310,BMW Z4 Roadster 2021 sDrive35i,"257,000",QAR
3.0,6,Rear Wheel Drive,60,8.3,Petrol,306,400,Automatic,250,4 Seater,5.5,4.638,2.017,1.389,2.810,480,BMW 4 Series Gran Coupe 2021 435i,"257,000",QAR
3.0,6,Rear Wheel Drive,60,8.3,Petrol,306,400,Automatic,250,4 Seater,5.5,4.638,2.017,1.389,2.810,480,BMW 4 Series Gran Coupe 2021 435i,"257,000",QAR
3.0,6,All Wheel Drive,89,10.9,Petrol,340,450,Automatic,215,7 Seater,7.1,4.970,2.073,1.846,2.923,258,Land Rover Discovery 2021 3.0L V6 HSE (340 HP),"276,400",QAR
4.6,8,All Wheel Drive,138,14.5,Petrol,304,439,Automatic,200,8 Seater,9.0,5.170,1.980,1.930,2.850,456,Toyota Land Cruiser 2021 4.6L GXR GT,"259,000",QAR
2.0,N/A,All Wheel Drive,67,7.4,Petrol,245,350,Automatic,230,5 Seater,6.5,4.648,2.098,1.661,2.810,550,BMW X3 2021 xDrive 28i,"262,000",QAR
3.0,6,All Wheel Drive,66,8.7,Petrol,367,520,Automatic,250,5 Seater,4.9,4.656,1.890,1.639,2.873,550,Mercedes-Benz GLC-Class 2021 43 AMG 4MATIC,"262,000",QAR
3.0,6,All Wheel Drive,55,7.4,Petrol,340,500,Automatic,250,2 Seater,4.5,4.324,1.864,1.304,2.470,310,BMW Z4 Roadster 2021 M40i,"262,000",QAR
2.0,N/A,Rear Wheel Drive,70,7.0,Petrol,245,350,Automatic,250,5 Seater,6.2,4.907,2.102,1.462,2.968,520,BMW 5 Series 2021 528i,"263,000",QAR
2.0,N/A,All Wheel Drive,55,7.2,Petrol,320,400,Automatic,250,5 Seater,5.9,4.963,2.019,1.443,2.941,382,Volvo S90 2021 T6 AWD Inscription,"239,900",QAR
3.0,6,Rear Wheel Drive,60,8.1,Petrol,306,400,Automatic,250,4 Seater,5.4,4.638,2.017,1.377,2.810,445,BMW 4 Series Coupe 2021 435i,"265,000",QAR
3.0,6,All Wheel Drive,52,8.0,Petrol,326,450,Automatic,250,5 Seater,4.7,4.329,1.984,1.440,2.690,360,BMW 1 Series 2021 m135i xDrive,"266,000",QAR
3.5,6,Rear Wheel Drive,66,5.9,Hybrid,340,352,Automatic,250,5 Seater,5.9,4.850,1.840,1.445,2.850,450,Lexus GS 2021 450h Platinum,"247,000",QAR
3.0,6,All Wheel Drive,85,7.0,Petrol,367,500,Automatic,250,5 Seater,5.8,4.924,1.947,1.797,2.995,690,Mercedes-Benz GLE-Class 2021 450 4MATIC,"269,000",QAR
3.0,6,Rear Wheel Drive,66,7.2,Petrol,272,400,Automatic,250,4 Seater,6.9,4.703,1.786,1.398,2.760,390,Mercedes-Benz E-Class Cabriolet 2021 E 320,"269,000",QAR
2.0,4,All Wheel Drive,67,7.3,Petrol,184,290,Automatic,215,5 Seater,8.1,4.752,1.918,1.621,2.864,525,BMW X4 2021 xDrive 20i,"270,000",QAR
3.5,6,Rear Wheel Drive,66,10.2,Petrol,311,377,Automatic,230,5 Seater,5.9,4.880,1.840,1.455,2.850,521,Lexus GS 2021 350 F-Sport ,"255,000",QAR
3.5,6,Rear Wheel Drive,66,10.2,Petrol,311,377,Automatic,230,5 Seater,5.9,4.880,1.840,1.455,2.850,521,Lexus GS 2021 350 F-Sport ,"255,000",QAR
3.0,N/A,All Wheel Drive,85,8.1,Petrol,333,440,Automatic,250,5 Seater,6.1,5.052,2.212,1.741,2.994,890,Audi Q7 2021 45 TFSI CS quattro (333 HP),"272,000",QAR
4.6,8,All Wheel Drive,87,13.8,Petrol,292,438,Automatic,177,7 Seater,8.2,4.880,1.885,1.845,2.790,104,Lexus GX 2021 460 Platinum,"290,000",QAR
2.0,4,All Wheel Drive,85,8.0,Petrol,252,370,Automatic,210,5 Seater,7.1,5.052,2.212,1.741,2.994,890,Audi Q7 2021 40 TFSI Sport quattro (252 HP),"273,000",QAR
3.0,6,All Wheel Drive,58,7.5,Petrol,354,500,Automatic,250,5 Seater,4.7,4.752,1.843,1.384,2.825,480,Audi S5 Sportback 2021 3.0 TFSI quattro (354 HP),"274,000",QAR
3.0,6,All Wheel Drive,58,7.4,Petrol,354,500,Automatic,250,4 Seater,4.7,4.692,1.846,1.368,2.765,465,Audi S5 Coupe 2021 3.0 TFSI quattro (354 HP),"275,000",QAR
2.7,6,Front Wheel Drive,68,8.9,Petrol,335,542,Automatic,250,5 Seater,6.1,5.115,2.090,1.487,2.994,473,Lincoln Continental 2021 2.7L Select,"275,000",QAR
6.4,8,All Wheel Drive,93,15.8,Petrol,470,630,Automatic,250,5 Seater,5.5,4.859,1.958,1.730,2.916,994,Jeep Grand Cherokee 2021 SRT8, TBD ,Null
5.2,8,Rear Wheel Drive,61,14.7,Petrol,526,582,Manual,270,4 Seater,3.9,4.783,2.080,1.382,2.720,408,Ford Mustang 2021 5.2L Shelby GT350R (M/T),"249,000",QAR
3.0,6,All Wheel Drive,75,8.2,Petrol,333,440,Automatic,250,5 Seater,5.3,4.974,1.911,1.420,2.914,535,Audi A7 2021 50 TFSI quattro (333 HP),"279,000",QAR
3.5,N/A,All Wheel Drive,72,9.0,Petrol,296,370,Automatic,200,5 Seater,7.7,4.890,1.895,1.690,2.790,553,Lexus RX 2021 350 F-Sport,"280,000",QAR
3.0,N/A,All Wheel Drive,66,7.6,Petrol,333,480,Automatic,250,5 Seater,5.2,4.923,1.852,1.468,2.939,540,Mercedes-Benz E-Class Saloon 2021 E 400 4MATIC,"282,000",QAR
3.0,6,Rear Wheel Drive,60,8.4,Petrol,306,400,Automatic,250,4 Seater,5.6,4.638,2.017,1.377,2.810,370,BMW 4 Series Convertible 2021 435i,"283,000",QAR
2.0,N/A,All Wheel Drive,55,7.2,Petrol,316,400,Automatic,250,5 Seater,5.9,4.963,2.019,1.443,2.941,382,Volvo S90 2021 T6 Insciption Exclusive,"284,000",QAR
3.0,6,Rear Wheel Drive,66,7.9,Petrol,333,480,Automatic,250,4 Seater,5.3,4.703,1.786,1.398,2.760,390,Mercedes-Benz E-Class Cabriolet 2021 E 400,"285,000",QAR
3.0,6,Rear Wheel Drive,66,7.9,Petrol,333,480,Automatic,250,4 Seater,5.3,4.703,1.786,1.398,2.760,390,Mercedes-Benz E-Class Cabriolet 2021 E 400,"285,000",QAR
3.0,6,All Wheel Drive,66,8.1,Petrol,333,480,Automatic,250,4 Seater,5.5,4.703,1.786,1.398,2.760,390,Mercedes-Benz E-Class Cabriolet 2021 E 400 4MATIC,"285,000",QAR
3.0,N/A,All Wheel Drive,66,8.9,Petrol,367,520,Automatic,250,5 Seater,4.9,4.732,1.890,1.602,2.873,500,Mercedes-Benz GLC Coupe 2021 AMG 43 4MATIC,"288,000",QAR
3.0,6,Rear Wheel Drive,52,7.1,Petrol,340,500,Automatic,250,4 Seater,4.6,4.432,1.984,1.418,2.690,390,BMW 2 Series Coupe 2021 M240i,"290,000",QAR
3.0,6,Rear Wheel Drive,80,8.9,Petrol,350,500,Automatic,267,5 Seater,5.5,4.971,2.100,1.461,2.998,500,Maserati Ghibli 2021 3.0T V6 ,"306,000",QAR
3.0,6,Rear Wheel Drive,80,8.9,Petrol,350,500,Automatic,267,5 Seater,5.5,4.971,2.100,1.461,2.998,500,Maserati Ghibli 2021 3.0T V6  GranLusso ,"318,500",QAR
2.0,4,Rear Wheel Drive,63,7.2,Petrol,300,400,Automatic,250,2 Seater,5.7,4.482,1.923,1.310,2.622,407,Jaguar F-Type Coupe 2021 2.0T (300 PS),"265,000",QAR
2.0,4,Rear Wheel Drive,63,7.2,Petrol,300,400,Automatic,250,2 Seater,5.7,4.482,1.923,1.310,2.622,407,Jaguar F-Type Coupe 2021 2.0T R-Dynamic (300 PS),"292,500",QAR
3.0,6,All Wheel Drive,70,8.9,Petrol,380,460,Automatic,275,2 Seater,5.1,4.482,1.923,1.311,2.622,407,Jaguar F-Type Coupe 2021 3.0L V6 R-Dynamic AWD (380 PS),"390,000",QAR
5.0,8,All Wheel Drive,70,11.3,Petrol,550,680,Automatic,300,2 Seater,4.1,4.482,1.923,1.311,2.622,407,Jaguar F-Type Coupe 2021 5.0L V8 R AWD (550 PS),"550,000",QAR
3.0,6,All Wheel Drive,66,8.4,Petrol,435,520,Automatic,250,4 Seater,4.5,4.848,1.860,1.427,2.873,450,Mercedes-Benz E-Class Coupe 2021 E AMG 53 4MATIC+,"293,000",QAR
3.0,N/A,Rear Wheel Drive,70,8.5,Petrol,306,400,Automatic,250,5 Seater,5.8,4.907,2.102,1.462,2.968,520,BMW 5 Series 2021 535i,"294,000",QAR
4.6,8,All Wheel Drive,138,14.5,Petrol,304,439,Automatic,200,8 Seater,9.0,5.115,1.980,1.905,2.850,456,Toyota Land Cruiser 2021 4.6L VXR,"294,000",QAR
2.0,4,All Wheel Drive,68,6.4,Petrol,252,350,Automatic,250,5 Seater,6.0,4.936,1.868,1.466,2.975,530,BMW 5 Series 2021 530i xDrive,"295,000",QAR
3.5,6,Rear Wheel Drive,40,10.1,Petrol,345,400,Manual,274,2 Seater,3.9,4.084,1.802,1.129,2.370,Null,Lotus Exige 2021 Sport 350,"299,000",QAR
3.5,6,Rear Wheel Drive,40,10.1,Petrol,410,420,Manual,290,2 Seater,3.4,4.084,1.802,1.129,2.370,Null,Lotus Exige 2021 Sport 410,"360,000",QAR
3.5,6,Rear Wheel Drive,40,10.1,Petrol,410,420,Manual,290,2 Seater,3.4,4.084,1.802,1.129,2.370,Null,Lotus Exige 2021 Sport 410,"360,000",QAR
3.5,6,Rear Wheel Drive,40,10.1,Petrol,440,430,Manual,290,2 Seater,3.3,4.084,1.802,1.129,2.370,Null,Lotus Exige 2021 Cup 430,"530,000",QAR
3.0,6,All Wheel Drive,68,9.6,Petrol,400,575,Automatic,250,5 Seater,5.6,5.115,2.090,1.487,2.994,473,Lincoln Continental 2021 3.0T Reserve ,"295,000",QAR
5.0,8,Rear Wheel Drive,83,12.1,Petrol,407,520,Automatic,240,5 Seater,5.7,5.205,1.915,1.495,3.160,510,Genesis G90 2021 5.0L V8 Royal,"297,000",QAR
6.2,8,Rear Wheel Drive,72,14.7,Petrol,650,881,Automatic,250,4 Seater,3.5,4.784,1.897,1.340,2.811,258,Chevrolet Camaro Coupe 2021 6.2L ZL1,"309,000",QAR
3.0,6,All Wheel Drive,85,8.1,Petrol,333,440,Automatic,250,5 Seater,6.1,5.052,2.212,1.741,2.994,890,Audi Q7 2021 45 TFSI Sport quattro (333 HP),"298,000",QAR
3.0,6,Rear Wheel Drive,74,8.3,Petrol,377,450,Automatic,250,5 Seater,5.3,4.954,1.987,1.457,2.960,540,Jaguar XF 2021 3.0L SC S (380 PS),"261,100",QAR
2.0,4,All Wheel Drive,67,7.3,Petrol,252,350,Automatic,240,5 Seater,6.3,4.752,1.918,1.621,2.864,500,BMW X4 2021 xDrive 30i,"299,000",QAR
3.5,N/A,All Wheel Drive,98,14.7,Petrol,422,678,Automatic,170,5 Seater,5.5,5.588,2.459,1.994,3.409,1495,Ford F-150 Raptor 2021 3.5L EcoBoost Super Cab (Luxury Range),"336,000",QAR
3.0,N/A,All Wheel Drive,67,8.3,Petrol,306,400,Automatic,245,5 Seater,5.6,4.668,2.089,1.678,2.810,550,BMW X3 2021 xDrive 35i,"300,000",QAR
2.0,4,All Wheel Drive,85,8.0,Petrol,252,370,Automatic,210,5 Seater,7.1,5.052,2.212,1.741,2.994,890,Audi Q7 2021 40 TFSI Design quattro (252 HP),"301,000",QAR
3.0,6,Rear Wheel Drive,70,8.5,Petrol,306,400,Automatic,250,5 Seater,6.1,4.998,2.047,1.559,3.065,500,BMW 5 Series Gran Turismo 2021 535i,"302,000",QAR
3.0,6,All Wheel Drive,70,8.6,Petrol,306,400,Automatic,250,5 Seater,6.1,4.998,2.047,1.559,3.065,500,BMW 5 Series Gran Turismo 2021 535i xDrive,"302,000",QAR
5.5,8,Rear Wheel Drive,70,8.4,Petrol,421,540,Automatic,250,2 Seater,4.6,4.134,2.006,1.301,2.430,335,Mercedes-Benz SLK 55 AMG 2021 5.5,"302,000",QAR
3.0,6,Rear Wheel Drive,80,9.1,Petrol,340,450,Automatic,250,5 Seater,5.9,5.255,1.899,1.460,3.175,520,Jaguar XJ 2021 3.0L Luxury LWB (340 PS),"291,800",QAR
3.0,N/A,Rear Wheel Drive,80,9.1,Petrol,340,450,Automatic,250,5 Seater,5.9,5.255,1.899,1.460,3.175,520,Jaguar XJ 2021 3.0L Premium Luxury LWB (340 PS),"319,800",QAR
3.0,N/A,Rear Wheel Drive,80,9.1,Petrol,340,450,Automatic,250,5 Seater,5.9,5.255,1.899,1.460,3.175,520,Jaguar XJ 2021 3.0L Premium Luxury LWB (340 PS),"319,800",QAR
3.0,6,Rear Wheel Drive,80,9.1,Petrol,340,450,Automatic,250,5 Seater,5.9,5.255,1.899,1.460,3.175,520,Jaguar XJ 2021 3.0L 50th Edition LWB (340 PS) ,"335,400",QAR
5.0,8,Rear Wheel Drive,66,11.5,Petrol,471,530,Automatic,270,4 Seater,4.5,4.705,1.845,1.390,2.730,295,Lexus RC F 2021 5.0L Platinum,"310,000",QAR
3.0,6,All Wheel Drive,105,9.2,Petrol,360,495,Automatic,210,5 Seater,6.6,4.851,1.983,1.780,2.923,784,Land Rover Range Rover Sport 2021 3.0L V6 HSE (360 PS),"312,000",QAR
3.0,6,All Wheel Drive,75,3.4,Hybrid,462,700,Automatic,253,5 Seater,5.0,4.918,1.983,1.696,2.895,648,Porsche Cayenne 2021 E-Hybrid,"365,200",QAR
3.0,6,Rear Wheel Drive,68,6.9,Petrol,340,450,Automatic,250,5 Seater,5.1,4.936,1.868,1.466,2.975,530,BMW 5 Series 2021 540i,"315,000",QAR
2.0,4,All Wheel Drive,71,7.7,Petrol,320,400,Automatic,240,7 Seater,6.5,4.950,2.140,1.775,2.985,1868,Volvo XC90 2021 2.0T T6 AWD R Design,"294,900",QAR
3.5,N/A,All Wheel Drive,98,14.7,Petrol,422,678,Automatic,170,5 Seater,5.5,5.588,2.459,1.994,3.409,1495,Ford F-150 Raptor 2021 3.5L EcoBoost Crew Cab (Luxury Range),"380,000",QAR
3.0,6,All Wheel Drive,66,8.4,Petrol,435,520,Automatic,250,4 Seater,4.5,4.846,1.860,1.425,2.873,360,Mercedes-Benz C Class Cabriolet 2021 C AMG 53 4MATIC+ Cabriolet,"316,000",QAR
2.0,4,Rear Wheel Drive,80,7.3,Petrol,299,400,Automatic,250,4 Seater,6.0,4.996,1.869,1.418,2.939,520,Mercedes-Benz CLS-Class 2021 CLS 350,"318,000",QAR
3.0,6,Rear Wheel Drive,52,7.4,Petrol,340,500,Automatic,250,4 Seater,4.7,4.454,1.984,1.433,2.690,280,BMW 2 Series Convertible 2021 m240i,"320,000",QAR
3.0,6,All Wheel Drive,85,8.1,Petrol,333,440,Automatic,250,5 Seater,6.1,5.052,2.212,1.741,2.994,890,Audi Q7 2021 45 TFSI Design quattro (333 HP),"321,000",QAR
3.0,N/A,All Wheel Drive,66,8.4,Petrol,401,520,Automatic,250,5 Seater,4.6,4.923,1.852,1.468,2.939,540,Mercedes-Benz E-Class Saloon 2021 E 43 4MATIC,"322,500",QAR
5.6,8,All Wheel Drive,140,14.5,Petrol,400,560,Automatic,200,8 Seater,6.6,5.165,1.995,1.940,3.075,550,Nissan Patrol 2021 5.6L LE Platinum City,"335,000",QAR
4.0,8,All Wheel Drive,75,3.8,Hybrid,680,900,Automatic,295,5 Seater,5.9,4.926,1.983,1.673,2.895,645,Porsche Cayenne 2021 Turbo S E-Hybrid,"673,300",QAR
4.0,8,All Wheel Drive,75,3.8,Hybrid,680,900,Automatic,295,5 Seater,5.9,4.926,1.983,1.673,2.895,645,Porsche Cayenne 2021 Turbo S E-Hybrid,"673,300",QAR
4.0,8,All Wheel Drive,75,3.4,Hybrid,680,900,Automatic,295,5 Seater,3.8,4.939,1.989,1.653,2.895,500,Porsche Cayenne Coupe 2021 Turbo S E-Hybrid,"676,900",QAR
5.5,8,Rear Wheel Drive,80,8.9,Petrol,408,600,Automatic,250,4 Seater,4.8,4.698,1.786,1.398,2.761,450,Mercedes-Benz E-Class Coupe 2021 E 500,"324,000",QAR
5.7,8,All Wheel Drive,138,15.7,Petrol,362,530,Automatic,220,8 Seater,7.0,5.115,1.980,1.905,2.850,456,Toyota Land Cruiser 2021 5.7L VXR,"325,000",QAR
6.2,8,Rear Wheel Drive,70,18.0,Petrol,707,881,Automatic,314,5 Seater,3.6,5.018,2.012,1.460,2.951,459,Dodge Challenger 2021 6.2L Hellcat Widebody A/T,"325,000",QAR
6.2,8,Rear Wheel Drive,70,10.6,Petrol,797,959,Automatic,327,5 Seater,3.4,5.027,1.923,1.448,2.951,459,Dodge Challenger 2021 6.2L Hellcat Red Eye A/T,"400,900",QAR
4.0,8,Rear Wheel Drive,66,8.2,Petrol,476,650,Automatic,250,5 Seater,4.1,4.686,1.810,1.442,2.840,481,Mercedes-Benz C-Class 2021 C 63 AMG,"327,000",QAR
3.0,6,All Wheel Drive,41,8.5,Petrol,362,520,Automatic,250,5 Seater,5.1,4.686,2.020,1.442,2.840,481,Mercedes-Benz C-Class 2021 C 450,"327,000",QAR
3.0,6,All Wheel Drive,67,9.1,Petrol,354,500,Automatic,250,5 Seater,4.8,4.733,1.938,1.621,2.864,500,BMW X4 2021 xDrive M40i,"329,000",QAR
3.0,6,All Wheel Drive,80,10.7,Petrol,350,500,Automatic,251,5 Seater,6.0,5.005,1.981,1.693,3.004,550,Maserati Levante 2021 3.0T V6,"351,000",QAR
3.0,6,All Wheel Drive,80,10.7,Petrol,350,500,Automatic,251,5 Seater,6.0,5.005,1.981,1.693,3.004,550,Maserati Levante 2021 3.0T V6 GranLusso ,"381,000",QAR
3.0,6,All Wheel Drive,80,10.7,Petrol,350,500,Automatic,251,5 Seater,6.0,5.005,1.981,1.693,3.004,550,Maserati Levante 2021 3.0T V6 GranSport ,"391,000",QAR
3.0,6,All Wheel Drive,80,3.7,Hybrid,442,650,Automatic,245,5 Seater,5.3,4.819,1.935,1.796,2.915,480,Mercedes-Benz GLE-Class 2021 GLE 500 e 4MATIC,"334,500",QAR
4.7,8,All Wheel Drive,93,11.5,Petrol,455,700,Automatic,250,5 Seater,5.3,4.819,1.935,1.796,2.915,690,Mercedes-Benz GLE-Class 2021 GLE 500 4MATIC,"336,500",QAR
2.0,N/A,All Wheel Drive,71,7.7,Petrol,320,400,Automatic,240,7 Seater,6.5,4.950,2.140,1.775,2.985,1868,Volvo XC90 2021 2.0T T6 AWD Inscription,"289,900",QAR
2.0,N/A,All Wheel Drive,71,7.7,Petrol,320,400,Automatic,240,7 Seater,6.5,4.950,2.140,1.775,2.985,1868,Volvo XC90 2021 2.0T T6 AWD Inscription,"289,900",QAR
3.0,6,All Wheel Drive,68,7.4,Petrol,340,450,Automatic,250,5 Seater,4.8,4.936,1.868,1.466,2.975,530,BMW 5 Series 2021 540i xDrive,"340,000",QAR
3.0,6,Rear Wheel Drive,80,9.6,Petrol,430,580,Automatic,285,5 Seater,5.0,4.971,2.100,1.461,2.998,500,Maserati Ghibli 2021 3.0T V6 S,"348,500",QAR
4.7,8,Rear Wheel Drive,66,9.1,Petrol,408,600,Automatic,250,4 Seater,4.9,4.703,1.786,1.398,2.760,390,Mercedes-Benz E-Class Cabriolet 2021 E 500,"346,500",QAR
4.4,N/A,Rear Wheel Drive,70,8.8,Petrol,450,650,Automatic,250,5 Seater,4.6,4.907,2.102,1.462,2.968,520,BMW 5 Series 2021 550i,"348,000",QAR
5.7,8,All Wheel Drive,138,15.7,Petrol,362,530,Automatic,220,8 Seater,7.7,5.065,1.980,1.910,2.850,259,Lexus LX 2021 570 Premier,"410,000",QAR
6.2,8,All Wheel Drive,98,14.0,Petrol,420,623,Automatic,180,8 Seater,6.3,5.179,2.045,1.890,2.946,430,Cadillac Escalade 2021 6.2L Premium Luxury,"349,000",QAR
3.0,6,Rear Wheel Drive,67,9.1,Petrol,385,450,Automatic,291,4 Seater,4.2,4.519,1.852,1.298,2.450,132,Porsche 911 2021 Carrera,"383,300",QAR
5.0,8,Rear Wheel Drive,66,11.2,Petrol,471,530,Automatic,270,5 Seater,4.6,4.915,1.845,1.440,2.850,521,Lexus GS 2021 5.0L F Platinum,"350,000",QAR
3.0,6,All Wheel Drive,80,9.7,Petrol,430,580,Automatic,285,5 Seater,4.8,4.971,2.100,1.461,2.998,500,Maserati Ghibli 2021 3.0T V6 S GranLusso ,"359,500",QAR
4.0,N/A,Rear Wheel Drive,66,101.0,Petrol,510,700,Automatic,290,5 Seater,4.0,4.686,1.810,1.442,2.840,481,Mercedes-Benz C-Class 2021 C 63 S,"356,000",QAR
6.2,8,All Wheel Drive,117,15.0,Petrol,420,623,Automatic,180,8 Seater,6.5,5.697,2.045,1.880,3.302,1113,Cadillac Escalade 2021 6.2L ESV Premium Luxury,"358,000",QAR
2.0,4,Rear Wheel Drive,78,6.2,Petrol,258,400,Automatic,250,5 Seater,6.3,5.247,2.142,1.478,3.210,515,BMW 7 Series 2021 730Li,"359,000",QAR
3.0,6,Rear Wheel Drive,70,7.8,Petrol,320,450,Automatic,250,5 Seater,5.4,5.008,1.894,1.392,2.969,460,BMW 6 Series Gran Coupe 2021 640i,"359,000",QAR
3.0,6,Rear Wheel Drive,65,7.7,Petrol,367,500,Automatic,250,2 Seater,4.9,4.617,2.099,1.315,2.585,485,Mercedes-Benz SL-Class 2021 SL 400,"361,500",QAR
3.0,6,All Wheel Drive,105,9.2,Petrol,360,495,Automatic,209,5 Seater,6.6,4.851,1.983,1.780,2.923,784,Land Rover Range Rover Sport 2021 3.0L V6 HSE Dynamic (360 PS) ,"382,600",QAR
3.0,6,All Wheel Drive,105,9.2,Petrol,360,495,Automatic,209,5 Seater,6.6,4.851,1.983,1.780,2.923,784,Land Rover Range Rover Sport 2021 3.0L V6 HSE Dynamic (360 PS) ,"382,600",QAR
3.0,6,All Wheel Drive,80,10.9,Petrol,430,580,Automatic,264,5 Seater,5.2,5.005,1.981,1.693,3.004,550,Maserati Levante 2021 3.0T V6 S,"399,000",QAR
3.0,6,All Wheel Drive,80,10.9,Petrol,430,580,Automatic,264,5 Seater,5.2,5.005,1.981,1.693,3.004,550,Maserati Levante 2021 3.0T V6 S GranLusso,"429,000",QAR
3.0,6,All Wheel Drive,80,10.9,Petrol,430,580,Automatic,264,5 Seater,5.2,5.005,1.981,1.693,3.004,550,Maserati Levante 2021 3.0T V6 S GranSport,"439,000",QAR
3.8,8,All Wheel Drive,80,13.5,Petrol,550,730,Automatic,292,5 Seater,4.0,5.020,1.981,1.693,3.004,580,Maserati Levante 2021 3.8T V8 GTS,"506,000",QAR
3.8,8,All Wheel Drive,80,13.5,Petrol,590,730,Automatic,304,5 Seater,3.9,5.020,1.981,1.693,3.004,580,Maserati Levante 2021 3.8T V8 Trofeo,"629,000",QAR
3.0,6,Rear Wheel Drive,60,8.3,Petrol,431,550,Automatic,250,5 Seater,4.1,4.671,1.877,1.424,2.812,480,BMW M3 Sedan 2021 3.0T,"370,000",QAR
5.0,8,Rear Wheel Drive,66,11.5,Petrol,471,530,Automatic,270,4 Seater,4.5,4.695,2.069,1.395,2.730,295,Lexus RC F 2021 5.0L Carbon,"370,000",QAR
3.0,6,All Wheel Drive,105,9.3,Petrol,400,550,Automatic,225,5 Seater,6.3,4.999,1.983,1.835,2.922,550,Land Rover Range Rover 2021 3.0L V6 Vogue MHEV (400 PS),"448,300",QAR
6.2,8,All Wheel Drive,98,14.0,Petrol,420,623,Automatic,180,8 Seater,6.3,5.179,2.045,1.890,2.946,430,Cadillac Escalade 2021 6.2L Platinum,"373,000",QAR
3.0,6,All Wheel Drive,67,9.1,Petrol,385,450,Automatic,291,4 Seater,4.2,4.519,1.852,1.298,2.450,132,Porsche 911 2021 Carrera 4,"411,900",QAR
4.6,8,All Wheel Drive,100,11.5,Petrol,455,700,Automatic,250,7 Seater,5.4,5.120,2.141,1.850,3.075,680,Mercedes-Benz GLS 2021 500 4MATIC,"376,000",QAR
4.0,8,All Wheel Drive,90,11.7,Petrol,558,730,Automatic,250,4 Seater,4.9,5.205 ,2.030 ,1.838 ,3.135 ,520,Mercedes-Benz Maybach GLS 2021 600 4MATIC, TBD ,Null
4.4,8,Rear Wheel Drive,70,9.4,Petrol,450,650,Automatic,250,5 Seater,5.0,4.998,2.047,1.559,3.065,500,BMW 5 Series Gran Turismo 2021 550i,"378,000",QAR
3.0,6,Rear Wheel Drive,70,7.7,Petrol,320,450,Automatic,250,4 Seater,5.3,4.897,2.106,1.374,2.854,460,BMW 6 Series Coupe 2021 640i,"379,000",QAR
3.0,6,Rear Wheel Drive,70,7.7,Petrol,320,450,Automatic,250,4 Seater,5.3,4.897,2.106,1.374,2.854,460,BMW 6 Series Coupe 2021 640i,"379,000",QAR
6.2,8,All Wheel Drive,117,15.0,Petrol,420,623,Automatic,170,8 Seater,6.5,5.697,2.044,1.880,3.302,1113,Cadillac Escalade 2021 6.2L ESV Platinum,"382,000",QAR
3.5,6,Rear Wheel Drive,60,9.6,Petrol,430,450,Automatic,280,4 Seater,3.7,4.361,2.047,1.229,2.575,170,Lotus Evora 2021 GT430,"620,000",QAR
3.0,6,Rear Wheel Drive,60,8.3,Petrol,431,550,Automatic,250,4 Seater,4.1,4.671,1.870,1.383,2.812,445,BMW M4 Coupe 2021 3.0T,"385,000",QAR
5.0,8,All Wheel Drive,104,12.8,Petrol,525,625,Automatic,250,5 Seater,5.3,4.879,2.073,1.802,2.923,780,Land Rover Range Rover Sport 2021 5.0L V8 HSE Dynamic (525 PS),"457,500",QAR
3.0,6,Rear Wheel Drive,80,8.5,Petrol,367,500,Automatic,250,4 Seater,4.8,4.988,1.890,1.435,2.939,520,Mercedes-Benz CLS-Class 2021 CLS 450 4MATIC,"386,500",QAR
3.0,6,Rear Wheel Drive,67,9.1,Petrol,385,450,Automatic,289,4 Seater,4.4,4.519,1.852,2.024,2.450,132,Porsche 911 2021 Carrera Cabriolet ,"430,900",QAR
3.5,6,Rear Wheel Drive,60,9.7,Petrol,400,410,Automatic,280,4 Seater,4.2,4.394,1.845,1.226,2.575,170,Lotus Evora 2021 400,"390,000",QAR
3.0,6,Rear Wheel Drive,75,8.2,Petrol,330,450,Automatic,264,4 Seater,5.7,5.049,1.937,1.423,2.950,500,Porsche Panamera 2021 Base,"402,000",QAR
3.0,6,Rear Wheel Drive,75,8.2,Petrol,330,450,Automatic,264,4 Seater,5.7,5.049,1.937,1.423,2.950,500,Porsche Panamera 2021 10 Years Edition ,"468,100",QAR
3.0,6,Rear Wheel Drive,60,8.7,Petrol,431,550,Automatic,250,4 Seater,4.4,4.671,1.870,1.386,2.812,220,BMW M4 Convertible 2021 3.0T,"397,000",QAR
3.0,8,All Wheel Drive,70,8.2,Petrol,320,450,Automatic,250,5 Seater,5.3,5.008,1.894,1.392,2.969,460,BMW 6 Series Gran Coupe 2021 640i xDrive,"398,000",QAR
